ID,Name in English,Countries,Country codes alpha 3,Degree of endangerment,Number of speakers,Latitude,Longitude,Description of the location
816,Central Sierra Miwok,United States of America,USA,Critically endangered,3,37.962,-120.2384,"Descendants live in a scattering of small communities, the largest at the Jackson and Tuolumne Rancherias, CA."
1470,Chemehuevi,United States of America,USA,Critically endangered,3,34.0138,-114.2146,"Colorado River Indian Reservation at Parker, Arizona, and on the neighboring Chemehuevi Reservation in California.  "
789,Kiowa Apache,United States of America,USA,Critically endangered,3,35.1018,-98.6033,
812,Konkow,United States of America,USA,Critically endangered,3,39.467,-121.5155,"Mooretown Rancheria, CA."
814,Lake Miwok,United States of America,USA,Critically endangered,3,38.6426,-122.3849,"Speakers live at the Middletown Rancheria, on ancestral Lake Miwok territory to the southeast of Clear Lake.  "
1643,Mabiri,Chad,TCD,Critically endangered,3,12.1682,18.7275,
1463,Mescalero-Chiricahua Apache (Oklahoma),United States of America,USA,Critically endangered,3,34.8986,-98.3589,"Chiricahua speakers, Ft. Sill Apache"
834,Northern Pomo,United States of America,USA,Critically endangered,3,39.4143,-123.3502,"Sherwood Rancheria near Willits, California"
1623,Sabanê,Brazil,BRA,Critically endangered,3,-12.5277,-59.6859,
836,Southern Pomo,United States of America,USA,Critically endangered,3,38.7048,-122.8971,"Speakers live along the lower course of the Russian River in Sonoma County, California."
817,Southern Sierra Miwok,United States of America,USA,Critically endangered,3,37.6148,-119.789,"Descendants live in a scattering of small communities, the largest at the Jackson and Tuolumne Rancherias, CA.  "
865,Tubatulabal,United States of America,USA,Critically endangered,3,35.6444,-118.5183,"Kern County, California, in the Kern River Valley of the southern Sierra Nevada.  "
279,Tuscarora (United States of America),United States of America,USA,Critically endangered,3,43.0877,-79.0627,"Tuscarora Reservation near Niagara Falls, New York, in the US; Six Nations Reserve, Ontario, in Canada."
2157,Ura,Vanuatu,VUT,Critically endangered,3,-18.654,169.074,Erromango
729,Andoa (Peru),Peru,PER,Critically endangered,2,-2.6796,-76.2011,"Cabeceras del río Pastaza, en Loreto. Localidad de  Andoas en el río Tigre"
571,Arikapu,Brazil,BRA,Critically endangered,2,-12.0527,-64.7259,the group lives in indigenous lands of Rio Branco - Município of Alta Floresta in the state of Rondônia - Brazil
1708,Aurê-Aurá,Brazil,BRA,Critically endangered,2,-2.9649,-46.2084,
287,Baré (Brazil),Brazil,BRA,Critically endangered,2,0.4394,-68.2031,"Indigenous lands Alto Rio Negro, Marabitanas/Cue Cue,  Médio Rio Negro I, Médio Rio Negro II, Rio Téa north-western Amazonas State, Xié river area - Brazil"
582,Cayuvava,Bolivia (Plurinational State of),BOL,Critically endangered,2,-12.7903,-65.3247,"north of Yacuma province, department of Beni"
179,Gajerrong,Australia,AUS,Critically endangered,2,-15.222,128.6059,
181,Ganggalidda,Australia,AUS,Critically endangered,2,-17.1001,138.3618,
1615,Guarasu,Brazil,BRA,Critically endangered,2,-13.4724,-61.0427,
792,Klallam,United States of America,USA,Critically endangered,2,47.8475,-122.585,"The principal Klallam communities are at three small reservations, Port Gamble, Lower Elwha, and Jamestown.  There is also a Klallam community on the Becher Bay Reserve on Vancouver Island.  "
1619,Kujubim,Brazil,BRA,Critically endangered,2,-11.9963,-64.7534,The group lives in the south-western Rondônia - Brazil
198,Kunjen,Australia,AUS,Critically endangered,2,-16.1316,142.207,
1672,Kuruáya,Brazil,BRA,Critically endangered,2,-5.0033,-53.9208,
2508,Lemerig,Vanuatu,VUT,Critically endangered,2,-13.7473,167.4096,"Vanua Lava, Banks Islands"
26,Luri,Nigeria,NGA,Critically endangered,2,9.9255,9.5965,
811,Maidu,United States of America,USA,Critically endangered,2,40.4134,-120.6738,"Some Maidu descendants are members of the small Susanville and Greenville Rancherias, but most live away from tribal land in scattered locations in Plumas and Lassen County.  "
1535,Oneida (New York),United States of America,USA,Critically endangered,2,43.0778,-75.6622,"Near Oneida, NY; also Green Bay, WI; and  on the Thames River near London, Ontario, Canada."
2069,Poyanawa,Brazil,BRA,Critically endangered,2,-7.6238,-73.2568,
649,Puruborá,Brazil,BRA,Critically endangered,2,-12.3292,-64.2919,"One lives near Guajárá-Mirim and one near Costa Marques.  Group is trying to retribalize.  Puru= jaguar, borá=plural"
652,Salamãy,Brazil,BRA,Critically endangered,2,-8.7602,-63.9074,"Lévi-Strauss made a mistake in the name of the group: Mondé was a personal name of one man (like John or Bill), not the name of the group, which calls itself Salamãy (singular) or Salamãy éy (pl)"
1389,Sambe,Nigeria,NGA,Critically endangered,2,8.6027,8.3825,
801,Spokane,United States of America,USA,Critically endangered,2,47.9286,-118.0165,"Spokane Reservation, northeastern Washington."
173,Tharkarri,Australia,AUS,Critically endangered,2,-24.148,114.6533,
728,Vacacocha,Peru,PER,Critically endangered,2,-2.0869,-74.5092,"Departamento de  Loreto, Comunidad de  Puerto Elvira, arriba  del encuentro del río Napo con el río Curaray"
239,Wangaaybuwan,Australia,AUS,Critically endangered,2,-31.1093,144.9975,
1704,Xipáya,Brazil,BRA,Critically endangered,2,-4.3902,-53.9648,
1507,Apiaká,Brazil,BRA,Critically endangered,1,-11.1519,-57.3113,The group lives in the northern state of Mato Grosso - Brasil
1398,Bikya,Cameroon,CMR,Critically endangered,1,6.8309,10.0277,
1399,Bishuo,Cameroon,CMR,Critically endangered,1,6.9032,10.0991,
2060,Chaná,Argentina,ARG,Critically endangered,1,-31.8402,-60.5786,"Paraná, Entre Ríos (Argentina)."
2280,Dampel,Indonesia,IDN,Critically endangered,1,0.7923,120.2494,"Near Bangkir, on the northern corst of the northern part of the narrow neck connecting the central bulk of Sulawesi"
595,Diahói,Brazil,BRA,Critically endangered,1,-7.9939,-62.1936,"The group lives in indigenous lands Diahui, Middle Madeira River, southern Amazonas State, Municipality of Humaitá - Brazil."
1776,Kaixána,Brazil,BRA,Critically endangered,1,-2.0649,-67.4121,
2112,Lae,Papua New Guinea,PNG,Extinct,1,-6.6318,147.181,Morobe
2113,Laua,Papua New Guinea,PNG,Critically endangered,1,-10.1824,149.2053,Central Province
810,Patwin,United States of America,USA,Critically endangered,1,38.7608,-122.0354,"Descendants live on small rancherias at Cortina and Colusa, and on the Rumsey (Cache Creek) Rancheria west of Woodland"
2047,Pazeh,China,CHN,Critically endangered,1,24.2469,120.7727,Taiwan Province
1966,Pémono,Venezuela (Bolivarian Republic of),VEN,Critically endangered,1,5.6487,-65.8081,Last speaker lives with the Yawarana in an Upper Majagua village
657,Taushiro,Peru,PER,Critically endangered,1,-3.2502,-75.8935,"Dpto. de  Loreto, cuenca de  río Tigre,  Huanganayaco, pueblo de Intuto"
314,Tinigua,Colombia,COL,Critically endangered,1,2.3833,-73.6413,Sierra de la Macarena (Meta). Originally on the Yari river (Caquetá). The last speakers lived near the Guayabero river (in the neighbourhood of  the Guayabero people). The Sierra de la Macarena group does not speak the language any more.
779,Tolowa,United States of America,USA,Critically endangered,1,41.9566,-124.1915,"at the Smith River Rancheria near Crescent City, California"
661,Uru,Bolivia (Plurinational State of),BOL,Extinct,1,-16.5519,-68.6645,"Last documented community was Iru-Ito, near Ancoaqui, on the Desaguadero river in Bolivia"
2507,Volow,Vanuatu,VUT,Critically endangered,1,-13.6433,167.7159,Motalava Island
809,Wintu-Nomlaki,United States of America,USA,Critically endangered,1,39.8637,-122.0822,"There were two major dialects, Nomlaki, spoken along the Sacramento River south of Red Bluff, and Wintu, spoken elsewhere in the territory."
665,Yahgan,Chile,CHL,Critically endangered,1,-55.0028,-67.4615,"Community of Villa Ukika on Navarino Island (Magallanes Territory, Chile)."
2711,Yarawi,Papua New Guinea,PNG,Critically endangered,1,-7.9001,147.6411,"Between Morobe town and Hercules bay, Morobe Province"
1444,!Gan!ne,South Africa,ZAF,Extinct,0,-31.3911,26.6748,
116,Aasax,United Republic of Tanzania,TZA,Extinct,0,-5.1948,37.738,
429,Ahom,India,IND,Extinct,0,26.5393,92.5378,
486,Ainu (Kuril),Russian Federation,RUS,Extinct,0,46.8882,152.0068,the northern islands of the Kuril chain (especially Shumshu and Paramushir) and the southern tip of Kamchatka (Cape Lopatka)
494,Ainu (Sakhalin),Russian Federation,RUS,Extinct,0,47.3983,142.2949,"the southern part of Sakhalin (Karafuto), from 1905 to 1945 under Japanese administration; most of the Ainu population was evacuated (after 1945) to Hokkaido, Japan, where a few speakers of Sakhalin Ainu survived until recently"
329,Akkala Saami,Russian Federation,RUS,Extinct,0,67.5809,31.668,"earlier spoken in the village of Babino in southern Murmansk Province, from where the speakers were translocated to Lovozero, the centre of Lovozero County"
1342,Alderney French,United Kingdom of Great Britain and Northern Ireland,GBR,Extinct,0,49.7098,-2.2075,the island of Alderney in the Bailiwick of Guernsey; an extinct outlying dialect of Norman not listed at all by the SIL
1658,Amanayé,Brazil,BRA,Extinct,0,-3.7327,-49.1088,
756,Andoa (Ecuador),Ecuador,ECU,Extinct,0,-2.3341,-76.5016,"Location in Ecuador:  Pastaza province, Pucayacu and Moretecocha regions."
513,Andro,India,IND,Extinct,0,24.8415,94.0539,
838,Antoniano,United States of America,USA,Extinct,0,35.9717,-121.1757,"Mission San Antonio de Padua, near Jolon in southern Monterey County, CA."
2141,Aore,Vanuatu,VUT,Extinct,0,-15.5767,167.1638,"Aore, Santo"
569,Apolista,Bolivia (Plurinational State of),BOL,Extinct,0,-14.4027,-68.6206,
1454,Arapaho (Oklahoma),United States of America,USA,Extinct,0,35.602,-97.9712,Wind River Reservation in Wyoming; Cheyenne-Arapaho Tribe in Oklahoma
1629,Arapáso,Brazil,BRA,Extinct,0,0,-66,
2658,Aribwatsa,Papua New Guinea,PNG,Extinct,0,-6.6523,147.2291,Lae town area
1611,Arin,Russian Federation,RUS,Extinct,0,56.2982,91.7468,"the upper Yenisey basin, to the north of Krasnoyarsk and the Minusinsk region"
465,Arman,Russian Federation,RUS,Extinct,0,59.6732,150.1391,поселки Ола и Армань Ольского района Магаданской области; an extinct outlying dialect of Even not listed separately by the SIL
2170,Arta,Philippines,PHL,Extinct,0,16.4225,121.7042,
573,Atacameño,"Argentina, Bolivia (Plurinational State of), Chile","ARG, BOL, CHL",Extinct,0,-22.7559,-68.247,"Two areas: (1) San Pedro de Atacama, Toconao, Socaire, Peine; (2) Chiu-chiu, Caspana. Province of Antofagasta, between Calama and the Bolivian border. 
"
830,Atsugewi,United States of America,USA,Extinct,0,40.8824,-122.6661,
2042,Babuza,China,CHN,Extinct,0,24.01,120.623,Taiwan Province
170,Badala,Australia,AUS,Critically endangered,0,-25.285,153.1054,
12,Baga Kalem,Guinea,GIN,Extinct,0,10.4013,-14.3151,
9,Baga Mboteni,Guinea,GIN,Critically endangered,0,10.7415,-14.5513,
855,Barbareño,United States of America,USA,Extinct,0,34.4227,-119.7039,
2205,Barzani Jewish Neo-Aramaic (Iraq),Iraq,IRQ,Extinct,0,36.2619,43.9892,"Province of Irbil, Iraqi Kurdistan"
2048,Basay,China,CHN,Extinct,0,25.1378,121.6543,Taiwan Province
1692,Baygo,Sudan,SDN,Extinct,0,11.7436,24.6423,
1653,Berakou,Chad,TCD,Extinct,0,12.8492,15.032,
1695,Berti,Sudan,SDN,Extinct,0,14.6898,25.9524,
2661,Bina,Papua New Guinea,PNG,Extinct,0,-10.2365,149.6063,"Southeastern hinterland, eastern part of central Province"
53,Birgid,Sudan,SDN,Extinct,0,14.8598,25.0103,
17,Boro,"Ethiopia, Togo","ETH, TGO",Extinct,0,8.6244,0.6262,
1894,Cacaopera,Nicaragua,NIC,Extinct,0,13.4109,-87.8741,Around the Gulf of Fonseca
135,Cape Khoekhoe,South Africa,ZAF,Extinct,0,-34.4522,19.7314,
1338,Cappadocian Greek (Turkey),Turkey,TUR,Extinct,0,38.048,32.6953,"Cappadocia in central Turkey, notably in Sille (Silli) near Konya, villages near Kayseri, and Faras (Pharasa) and adjacent villages, before the population exchanges; Cappadocian Greek was thought to be extinct until Mark Janse and Dimitris Papazachariou discovered speakers in 2005, cf.  Cappadocian Greek (Greece); an outlying dialect of Greek"
890,Catawba,United States of America,USA,Extinct,0,34.9361,-81.0272,"Catawba Indian Nation of York County, South Carolina; Rock Hills, SC."
255,Cayuga (Oklahoma),United States of America,USA,Extinct,0,36.6302,-94.6441,"Northeastern Oklahoma;  Six Nations Reserve at Grand River, Ontario, Canada."
881,Cayuse,United States of America,USA,Extinct,0,44.9647,-118.5424,
808,Central Kalapuyan,United States of America,USA,Extinct,0,43.8,-123.06,
519,Chairel,India,IND,Extinct,0,24.976,94.2407,
587,Cholon,Peru,PER,Extinct,0,-8.8633,-76.1791,"Departamento de  Huánuco, cuenca del río Huallaga, entre los poblados de  Tingo María y Valle."
8,Coptic,Egypt,EGY,Extinct,0,26.8915,29.0959,"Liturgical language of the Coptic Church, Bohairic dialect. No first-language speakers; it probably became extinct in the 17th century. Coptic is still taught in churches and it is claimed that there may be speakers with at least near native competency."
798,Cowlitz,United States of America,USA,Extinct,0,46.132,-122.8642,
594,Culle,Peru,PER,Extinct,0,-8.1951,-78.294,"Departamento de  La  Libertad, centralmente en la provincia de  Santiago de  Chuco y territorios adyacentes. Also in Cajabamba (Cajamarca); Pallasca and Corongo (Ancash)."
1609,Cuman,Hungary,HUN,Extinct,0,46.5815,19.6765,the region of Cumania in Hungary; earlier spread over a large area of Eastern Europe
868,Cupeño,United States of America,USA,Extinct,0,33.364,-117.0756,
345,Dalmatian,Croatia,HRV,Extinct,0,45.0599,14.5719,Krk (Veglia) on the coast of Dalmatia; earlier also Zadar (Zara) and Dubrovnik (Ragusa)
129,Deti,Botswana,BWA,Extinct,0,-20.9614,24.461,Pointer at settlement of previous Deti speakers.
2073,Dharug,Australia,AUS,Critically endangered,0,-34.0344,150.9301,
2075,Dhurga,Australia,AUS,Critically endangered,0,-35.4964,150.249,
2201,Dicamay Agta,Philippines,PHL,Extinct,0,16.6998,122.0167,
1904,Dorasque,Panama,PAN,Extinct,0,,,
2629,Dororo,Solomon Islands,SLB,Extinct,0,-8.2169,157.3901,Western New Georgia
41,Duli,Cameroon,CMR,Extinct,0,9.3813,13.5708,
177,Dungidjau,Australia,AUS,Extinct,0,-26.5885,152.2705,
438,Dura,Nepal,NPL,Extinct,0,28.2898,84.4519,"Lamjuṅ district, between Pāũdī and Midim rivers."
259,Eastern Abenaki,United States of America,USA,Extinct,0,44.9423,-68.7328,
470,Eastern Kamchadal,Russian Federation,RUS,Extinct,0,56.511,161.0156,the eastern coast of central Kamchatka and in the basin of the river Kamchatka
833,Eastern Pomo,United States of America,USA,Extinct,0,39.0461,-122.9211,
782,Eel River Athabaskan,United States of America,USA,Extinct,0,40.188,-123.6477,Formerly spoken along the Eel River and its major tributaries in Humboldt and Mendocino Counties.
56,Eliri,Sudan,SDN,Severely endangered,0,4.5706,30.858,
92,Elmolo,Kenya,KEN,Extinct,0,2.7212,36.7326,
1321,Eotile,Côte d'Ivoire,CIV,Extinct,0,5.2495,-3.3233,
150,Eyak,United States of America,USA,Extinct,0,60.2165,-143.3935,
180,Gaagudju,Australia,AUS,Extinct,0,-12.2755,132.6379,
89,Gafat,Ethiopia,ETH,Extinct,0,10.6768,35.8264,
1893,Garífuna (Nicaragua),Nicaragua,NIC,Critically endangered,0,12.5666,-83.7166,Orinoco in the Regiones Atlánticas Autónomas del Sur
1687,Ge'ez,Ethiopia,ETH,Extinct,0,8.9936,38.7597,
2671,Getmata,Papua New Guinea,PNG,Extinct,0,-5.8346,149.0405,West New Britain
42,Gey,Cameroon,CMR,Extinct,0,9.384,13.5296,
358,Gothic,Ukraine,UKR,Extinct,0,44.653,33.8598,the Crimea
4,Guanche,Spain,ESP,Extinct,0,27.9264,-15.6774,the Canary Islands
68,Gule,Sudan,SDN,Extinct,0,10.0986,34.1235,
2632,Guliguli,Solomon Islands,SLB,Extinct,0,-8.2114,157.4615,Western New Georgia
601,Gününa Küne,Argentina,ARG,Extinct,0,-43.4848,-68.1591,
1121,Gyasumdo,Nepal,NPL,Definitely endangered,0,28.5969,84.2253,lower Manang valley
807,Hanis,United States of America,USA,Extinct,0,43.406,-124.2402,
2045,Hoanya,China,CHN,Extinct,0,23.5665,120.3826,Taiwan Province
59,Homa,Sudan,SDN,Extinct,0,5.5011,27.3779,
1651,Horo,Chad,TCD,Extinct,0,9.239,18.3444,
2219,Hpun,Myanmar,MMR,Extinct,0,24.65,97.0666,
1817,Huitoto (Brazil),Brazil,BRA,Extinct,0,-2.3723,-66.0937,
2592,Hukumina,Indonesia,IDN,Extinct,0,-3.1514,126.2713,"Buru Island, Maluku"
1537,Huron-Wyandot (United States of America),United States of America,USA,Extinct,0,36.7923,-94.7229,"Huron and Wyandotte is the same language. The last speakers were in the  Wyandotte Tribe of Oklahoma, and Huron settled at Lorette, near Quebec City."
2642,Ifo,Vanuatu,VUT,Extinct,0,-18.6605,169.1434,Northeastern Erromanga Island
